Country ISO3,Country Name,Indicator Id,Indicator,Subindicator Type,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020
KEN,Kenya,27959,Overall Global Gender Gap Index,Index,0.6485,0.6508,0.6547,0.6512,0.6499,0.6493,0.6768,0.6803,0.7258,0.7190000000000001,0.7020000000000001,0.6940000000000001,0.7,0.6709999999999999,0.6920000000000001
KEN,Kenya,27961,Global Gender Gap Political Empowerment subindex,Index,0.0528,0.0528,0.0319,0.0447,0.0774,0.0773,0.0786,0.1157,0.1969,0.182,0.182,0.147,0.159,0.16899999999999998,0.193
KEN,Kenya,28159,Global Gender Gap Economic Participation and Opportunity Subindex,Index,0.6575,0.6488,0.6928,0.6832,0.6151,0.6159,0.7243,0.7146,0.8104,0.778,0.71,0.72,0.7340000000000001,0.598,0.672
KEN,Kenya,28161,Global Gender Gap Educational Attainment Subindex,Index,0.9177,0.9337,0.9261,0.9089,0.9396,0.9362,0.9368,0.9229999999999999,0.9229,0.9420000000000001,0.943,0.929,0.929,0.938,0.929
KEN,Kenya,28163,Global Gender Gap Health and Survival Subindex,Index,0.9663,0.9681,0.9681,0.9681,0.9677,0.9677,0.9677,0.9677,0.973,0.973,0.973,0.98,0.98,0.98,0.98
KGZ,Kyrgyz Republic,27959,Overall Global Gender Gap Index,Index,0.6741,0.6653,0.7045,0.7058,0.6973,0.7036,0.7013,0.6948,0.6974,0.693,0.687,0.691,0.691,0.6890000000000001,0.6809999999999999
KGZ,Kyrgyz Republic,27961,Global Gender Gap Political Empowerment subindex,Index,0.0353,0.0353,0.1636,0.1636,0.1347,0.1318,0.1383,0.1383,0.1506,0.153,0.132,0.13,0.13,0.13,0.10800000000000001
KGZ,Kyrgyz Republic,28159,Global Gender Gap Economic Participation and Opportunity Subindex,Index,0.6865,0.6529,0.6816,0.6866,0.6796,0.7071,0.7039,0.6789,0.6801,0.6579999999999999,0.6509999999999999,0.664,0.662,0.654,0.6459999999999999
KGZ,Kyrgyz Republic,28161,Global Gender Gap Educational Attainment Subindex,Index,0.9952,0.9936,0.9933,0.9936,0.9953,0.996,0.99,0.9888,0.986,0.9890000000000001,0.991,0.99,0.991,0.99,0.99
KGZ,Kyrgyz Republic,28163,Global Gender Gap Health and Survival Subindex,Index,0.9796,0.9796,0.9796,0.9796,0.9796,0.9796,0.973,0.973,0.973,0.973,0.973,0.98,0.98,0.98,0.973
KHM,Cambodia,27959,Overall Global Gender Gap Index,Index,0.629,0.6353,0.6469,0.6409999999999999,0.6482,0.6464,0.6457,0.6509,0.652,0.662,0.6579999999999999,0.6759999999999999,0.6829999999999999,0.6940000000000001,0.684
KHM,Cambodia,27961,Global Gender Gap Political Empowerment subindex,Index,0.0525,0.0525,0.0933,0.0786,0.1095,0.1093,0.0916,0.0916,0.0911,0.098,0.098,0.10400000000000001,0.102,0.10300000000000001,0.111
KHM,Cambodia,28159,Global Gender Gap Economic Participation and Opportunity Subindex,Index,0.6754,0.664,0.6588,0.6488,0.6383,0.6315,0.6402,0.6514,0.654,0.6809999999999999,0.659,0.698,0.7190000000000001,0.759,0.7290000000000001
KHM,Cambodia,28161,Global Gender Gap Educational Attainment Subindex,Index,0.809,0.8451,0.8559,0.8568,0.8655,0.8651,0.8714,0.8811,0.8833,0.8909999999999999,0.897,0.9209999999999999,0.938,0.9390000000000001,0.919
KHM,Cambodia,28163,Global Gender Gap Health and Survival Subindex,Index,0.9796,0.9796,0.9796,0.9796,0.9796,0.9796,0.9796,0.9796,0.9796,0.98,0.98,0.98,0.975,0.975,0.977
KWT,Kuwait,27959,Overall Global Gender Gap Index,Index,0.6341,0.6409,0.6358,0.6356,0.6318,0.6322,0.632,0.6292,0.6457,0.6459999999999999,0.624,0.628,0.63,0.65,0.621
KWT,Kuwait,27961,Global Gender Gap Political Empowerment subindex,Index,0.0047,0.0099,0.0224,0.0435,0.0435,0.0435,0.0165,0.037000000000000005,0.0275,0.022000000000000002,0.022000000000000002,0.027000000000000003,0.027000000000000003,0.053,0.022000000000000002
KWT,Kuwait,28159,Global Gender Gap Economic Participation and Opportunity Subindex,Index,0.5773,0.6036,0.5697,0.5571,0.5369,0.5407,0.5567,0.5252,0.6083,0.615,0.52,0.518,0.541,0.589,0.498
KWT,Kuwait,28161,Global Gender Gap Educational Attainment Subindex,Index,0.9932,0.9888,0.99,0.9807,0.9858,0.9834,0.9936,0.9936,0.9905,0.991,0.997,0.996,0.992,0.997,0.997
KWT,Kuwait,28163,Global Gender Gap Health and Survival Subindex,Index,0.9611,0.9612,0.9612,0.9612,0.9612,0.9612,0.9612,0.9612,0.9567,0.9570000000000001,0.9570000000000001,0.9690000000000001,0.961,0.961,0.961
LKA,Sri Lanka,27959,Overall Global Gender Gap Index,Index,0.7199,0.723,0.7371,0.7402,0.7458,0.7212,0.7122,0.7019,0.6903,0.6859999999999999,0.6729999999999999,0.669,0.6759999999999999,0.68,0.67
LKA,Sri Lanka,27961,Global Gender Gap Political Empowerment subindex,Index,0.3652,0.3652,0.4164,0.4164,0.4103,0.4126,0.3151,0.2744,0.1965,0.193,0.196,0.188,0.188,0.193,0.16699999999999998
LKA,Sri Lanka,28159,Global Gender Gap Economic Participation and Opportunity Subindex,Index,0.5447,0.557,0.5598,0.5734,0.6008,0.5598,0.5596,0.5589999999999999,0.5908,0.5770000000000001,0.53,0.521,0.5489999999999999,0.5579999999999999,0.547
LKA,Sri Lanka,28161,Global Gender Gap Educational Attainment Subindex,Index,0.9902,0.9902,0.9925,0.9916,0.9926,0.9329,0.9946,0.9946,0.9942,0.995,0.988,0.986,0.988,0.988,0.988
LKA,Sri Lanka,28163,Global Gender Gap Health and Survival Subindex,Index,0.9796,0.9796,0.9796,0.9796,0.9796,0.9796,0.9796,0.9796,0.9796,0.98,0.98,0.98,0.98,0.98,0.968
LSO,Lesotho,27959,Overall Global Gender Gap Index,Index,0.6807,0.7078,0.732,0.7495,0.7678,0.7666,0.7608,0.753,0.7255,0.706,0.706,0.695,0.693,0.695,0.698
LSO,Lesotho,27961,Global Gender Gap Political Empowerment subindex,Index,0.1362,0.1903,0.2173,0.2173,0.2128,0.213,0.2474,0.257,0.1813,0.172,0.172,0.147,0.14300000000000002,0.13699999999999998,0.165
LSO,Lesotho,28159,Global Gender Gap Economic Participation and Opportunity Subindex,Index,0.6069,0.6612,0.7311,0.8013,0.8789,0.8740000000000001,0.8163,0.7756,0.7449,0.672,0.672,0.655,0.65,0.662,0.647
LSO,Lesotho,28161,Global Gender Gap Educational Attainment Subindex,Index,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
LSO,Lesotho,28163,Global Gender Gap Health and Survival Subindex,Index,0.9796,0.9796,0.9796,0.9796,0.9796,0.9796,0.9796,0.9796,0.9758,0.98,0.98,0.9790000000000001,0.98,0.98,0.9790000000000001
LTU,Lithuania,27959,Overall Global Gender Gap Index,Index,0.7077,0.7234,0.7222,0.7175,0.7132,0.7131,0.7191,0.7308,0.7208,0.74,0.7440000000000001,0.742,0.7490000000000001,0.745,0.804
LTU,Lithuania,27961,Global Gender Gap Political Empowerment subindex,Index,0.1405,0.1553,0.1726,0.1483,0.1283,0.1376,0.1469,0.1826,0.1714,0.22699999999999998,0.239,0.24100000000000002,0.254,0.207,0.429
LTU,Lithuania,28159,Global Gender Gap Economic Participation and Opportunity Subindex,Index,0.7133,0.7612,0.7421,0.7481,0.7555,0.7440000000000001,0.7551,0.7688,0.7384,0.759,0.757,0.7490000000000001,0.765,0.795,0.8079999999999999
LTU,Lithuania,28161,Global Gender Gap Educational Attainment Subindex,Index,0.9979,0.9979,0.9949,0.9946,0.9894,0.9914,0.9954,0.9928,0.9942,0.9940000000000001,1.0,1.0,0.997,0.998,0.998
LTU,Lithuania,28163,Global Gender Gap Health and Survival Subindex,Index,0.9791,0.9791,0.9791,0.9791,0.9796,0.9796,0.9791,0.9791,0.9791,0.9790000000000001,0.9790000000000001,0.98,0.98,0.9790000000000001,0.976
LUX,Luxembourg,27959,Overall Global Gender Gap Index,Index,0.6671,0.6786,0.6802,0.6889,0.7231,0.7216,0.7439,0.741,0.7333,0.738,0.7340000000000001,0.706,0.7120000000000001,0.725,0.726
LUX,Luxembourg,27961,Global Gender Gap Political Empowerment subindex,Index,0.1353,0.1353,0.1353,0.1444,0.1673,0.1673,0.1931,0.1757,0.2123,0.212,0.212,0.184,0.184,0.20600000000000002,0.247
LUX,Luxembourg,28159,Global Gender Gap Economic Participation and Opportunity Subindex,Index,0.5602,0.606,0.6125,0.6381,0.7507,0.7449,0.8147,0.8162,0.7529,0.7659999999999999,0.75,0.667,0.693,0.721,0.691
LUX,Luxembourg,28161,Global Gender Gap Educational Attainment Subindex,Index,1.0,1.0,1.0,1.0,1.0,1.0,0.996,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
LUX,Luxembourg,28163,Global Gender Gap Health and Survival Subindex,Index,0.973,0.973,0.973,0.973,0.9743,0.9743,0.9719,0.9719,0.9678,0.9740000000000001,0.9740000000000001,0.973,0.972,0.972,0.966
LVA,Latvia,27959,Overall Global Gender Gap Index,Index,0.7091,0.7333,0.7397,0.7416,0.7429,0.7399,0.7572,0.7609999999999999,0.7691,0.752,0.755,0.7559999999999999,0.758,0.785,0.778
LVA,Latvia,27961,Global Gender Gap Political Empowerment subindex,Index,0.2207,0.233,0.2332,0.2332,0.2404,0.23,0.2875,0.2875,0.3038,0.24600000000000002,0.255,0.24600000000000002,0.24600000000000002,0.355,0.313
LVA,Latvia,28159,Global Gender Gap Economic Participation and Opportunity Subindex,Index,0.7051,0.7344,0.7458,0.7535,0.7516,0.7498,0.7618,0.7767,0.7931,0.784,0.785,0.7979999999999999,0.807,0.81,0.8220000000000001
LVA,Latvia,28161,Global Gender Gap Educational Attainment Subindex,Index,0.9308,0.986,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
LVA,Latvia,28163,Global Gender Gap Health and Survival Subindex,Index,0.9796,0.9796,0.9796,0.9796,0.9796,0.9796,0.9796,0.9796,0.9796,0.98,0.98,0.98,0.98,0.975,0.9640000000000001
MAR,Morocco,27959,Overall Global Gender Gap Index,Index,0.5826,0.5676,0.5757,0.5926,0.5767,0.5804,0.5833,0.5845,0.5988,0.593,0.597,0.598,0.607,0.605,0.612
MAR,Morocco,27961,Global Gender Gap Political Empowerment subindex,Index,0.053,0.053,0.0952,0.0952,0.0671,0.0672,0.07200000000000001,0.07200000000000001,0.1096,0.11,0.11,0.11699999999999999,0.11699999999999999,0.095,0.126
MAR,Morocco,28159,Global Gender Gap Economic Participation and Opportunity Subindex,Index,0.4612,0.4006,0.3926,0.4477,0.4077,0.4177,0.4154,0.3949,0.4,0.37799999999999995,0.38,0.391,0.40399999999999997,0.405,0.40700000000000003
MAR,Morocco,28161,Global Gender Gap Educational Attainment Subindex,Index,0.8481,0.8451,0.8437,0.8558,0.8607,0.8653,0.8744,0.9002,0.9194,0.914,0.925,0.92,0.9420000000000001,0.956,0.956
MAR,Morocco,28163,Global Gender Gap Health and Survival Subindex,Index,0.9684,0.9716,0.9716,0.9716,0.9712,0.9712,0.9712,0.9712,0.9663,0.971,0.971,0.965,0.963,0.963,0.9690000000000001
MDA,Moldova,27959,Overall Global Gender Gap Index,Index,0.7128,0.7172,0.7244,0.7104,0.716,0.7083,0.7101,0.7037,0.7405,0.742,0.741,0.74,0.733,0.757,0.768
MDA,Moldova,27961,Global Gender Gap Political Empowerment subindex,Index,0.1172,0.1172,0.1184,0.1372,0.124,0.0988,0.1043,0.1043,0.1802,0.195,0.196,0.17600000000000002,0.17600000000000002,0.264,0.28600000000000003
MDA,Moldova,28159,Global Gender Gap Economic Participation and Opportunity Subindex,Index,0.7604,0.7785,0.8017,0.7323,0.7707,0.7641,0.7608,0.7407,0.8077,0.797,0.795,0.8109999999999999,0.785,0.7879999999999999,0.8109999999999999
MDA,Moldova,28161,Global Gender Gap Educational Attainment Subindex,Index,0.9942,0.9941,0.9982,0.9929,0.9898,0.9909,0.9962,0.9907,0.9949,0.996,0.996,0.992,0.993,0.996,0.996
MDA,Moldova,28163,Global Gender Gap Health and Survival Subindex,Index,0.9796,0.9791,0.9791,0.9791,0.9796,0.9796,0.9791,0.9791,0.9791,0.9790000000000001,0.9790000000000001,0.98,0.98,0.98,0.98
MDG,Madagascar,27959,Overall Global Gender Gap Index,Index,0.6385,0.6461,0.6736,0.6732,0.6713,0.6797,0.6982,0.7016,0.7214,0.698,0.7040000000000001,0.6920000000000001,0.691,0.7190000000000001,0.725
MDG,Madagascar,27961,Global Gender Gap Political Empowerment subindex,Index,0.0385,0.0385,0.0619,0.0675,0.0821,0.0957,0.1547,0.1547,0.2056,0.142,0.142,0.127,0.127,0.151,0.2
MDG,Madagascar,28159,Global Gender Gap Economic Participation and Opportunity Subindex,Index,0.5776,0.6086,0.6962,0.6876,0.6708,0.6781,0.6920000000000001,0.7033,0.7335,0.696,0.7390000000000001,0.716,0.7140000000000001,0.769,0.754
MDG,Madagascar,28161,Global Gender Gap Educational Attainment Subindex,Index,0.9596,0.9579,0.9566,0.9584,0.9591,0.972,0.9731,0.975,0.9738,0.981,0.9640000000000001,0.95,0.95,0.98,0.982
MDG,Madagascar,28163,Global Gender Gap Health and Survival Subindex,Index,0.9785,0.9796,0.9796,0.9796,0.9732,0.9732,0.9732,0.9732,0.9725,0.973,0.973,0.9740000000000001,0.9740000000000001,0.9740000000000001,0.9620000000000001
MEX,Mexico,27959,Overall Global Gender Gap Index,Index,0.6462,0.6441,0.6441,0.6503,0.6577,0.6604,0.6712,0.6917,0.69,0.6990000000000001,0.7,0.6920000000000001,0.721,0.754,0.757
MEX,Mexico,27961,Global Gender Gap Political Empowerment subindex,Index,0.1333,0.1161,0.1399,0.1348,0.139,0.139,0.1759,0.2463,0.23800000000000002,0.281,0.281,0.276,0.335,0.46799999999999997,0.46799999999999997
MEX,Mexico,28159,Global Gender Gap Economic Participation and Opportunity Subindex,Index,0.4801,0.4891,0.4789,0.5089,0.5212,0.5318,0.5382,0.5499,0.5519,0.545,0.544,0.518,0.574,0.574,0.59
MEX,Mexico,28161,Global Gender Gap Educational Attainment Subindex,Index,0.9918,0.9918,0.978,0.9781,0.991,0.9913,0.9914,0.9911,0.9906,0.991,0.996,0.996,0.996,0.997,0.997
MEX,Mexico,28163,Global Gender Gap Health and Survival Subindex,Index,0.9796,0.9796,0.9796,0.9796,0.9796,0.9796,0.9796,0.9796,0.9796,0.98,0.98,0.977,0.9790000000000001,0.9790000000000001,0.98
MLI,Mali,27959,Overall Global Gender Gap Index,Index,0.5994,0.6019,0.6117,0.586,0.568,0.5752,0.5842,0.5872,0.5779,0.599,0.591,0.583,0.5820000000000001,0.621,0.591
MLI,Mali,27961,Global Gender Gap Political Empowerment subindex,Index,0.0913,0.0913,0.1093,0.1093,0.1026,0.1048,0.0835,0.0769,0.0755,0.086,0.086,0.11800000000000001,0.11800000000000001,0.171,0.172
MLI,Mali,28159,Global Gender Gap Economic Participation and Opportunity Subindex,Index,0.6655,0.6946,0.7112,0.5969,0.5137,0.5274,0.5677,0.5668,0.5547,0.605,0.594,0.518,0.507,0.591,0.475
MLI,Mali,28161,Global Gender Gap Educational Attainment Subindex,Index,0.6737,0.6521,0.6567,0.6684,0.6794,0.6927,0.7094,0.7291,0.7264,0.755,0.733,0.741,0.7390000000000001,0.757,0.757
MLI,Mali,28163,Global Gender Gap Health and Survival Subindex,Index,0.9679,0.9695,0.9695,0.9695,0.9761,0.9761,0.9761,0.9761,0.9549,0.9490000000000001,0.9490000000000001,0.956,0.965,0.965,0.9640000000000001
MLT,Malta,27959,Overall Global Gender Gap Index,Index,0.6518,0.6615,0.6634,0.6635,0.6695,0.6658,0.6666,0.6761,0.6707,0.6679999999999999,0.664,0.682,0.6859999999999999,0.693,0.703
MLT,Malta,27961,Global Gender Gap Political Empowerment subindex,Index,0.1256,0.1256,0.1237,0.1237,0.1611,0.1611,0.1494,0.1716,0.1447,0.128,0.14,0.146,0.159,0.184,0.192
MLT,Malta,28159,Global Gender Gap Economic Participation and Opportunity Subindex,Index,0.5099,0.5488,0.5605,0.5611,0.5428,0.5281,0.5498,0.5655,0.5686,0.573,0.595,0.61,0.614,0.621,0.6559999999999999
MLT,Malta,28161,Global Gender Gap Educational Attainment Subindex,Index,0.9977,0.9977,0.9955,0.9955,1.0,1.0,0.9936,0.9935,1.0,1.0,0.953,1.0,1.0,1.0,1.0
MLT,Malta,28163,Global Gender Gap Health and Survival Subindex,Index,0.9740000000000001,0.9739,0.9739,0.9739,0.9741,0.9741,0.9737,0.9737,0.9695,0.97,0.97,0.971,0.9690000000000001,0.9690000000000001,0.975
MNG,Mongolia,27959,Overall Global Gender Gap Index,Index,0.6821,0.6731,0.7049,0.7221,0.7194,0.7140000000000001,0.7111,0.7204,0.7212,0.7090000000000001,0.705,0.713,0.7140000000000001,0.706,0.716
MNG,Mongolia,27961,Global Gender Gap Political Empowerment subindex,Index,0.0456,0.0456,0.0839,0.0752,0.0317,0.0318,0.0318,0.0734,0.1037,0.084,0.084,0.102,0.102,0.102,0.122
MNG,Mongolia,28159,Global Gender Gap Economic Participation and Opportunity Subindex,Index,0.7043,0.6682,0.7563,0.8334,0.8746,0.85,0.8387,0.8338,0.8082,0.7829999999999999,0.7659999999999999,0.7759999999999999,0.78,0.7509999999999999,0.769
MNG,Mongolia,28161,Global Gender Gap Educational Attainment Subindex,Index,0.9991,0.9991,1.0,1.0,0.9919,0.9946,0.9945,0.9946,0.9932,0.992,0.993,0.993,0.993,0.993,0.993
MNG,Mongolia,28163,Global Gender Gap Health and Survival Subindex,Index,0.9796,0.9796,0.9796,0.9796,0.9796,0.9796,0.9796,0.9796,0.9796,0.98,0.98,0.98,0.98,0.98,0.935
MRT,Mauritania,27959,Overall Global Gender Gap Index,Index,0.5833,0.6022,0.6117,0.6103,0.6152,0.6164,0.6129,0.581,0.6029,0.613,0.624,0.614,0.607,0.614,0.606
MRT,Mauritania,27961,Global Gender Gap Political Empowerment subindex,Index,0.0366,0.0923,0.1216,0.1216,0.1621,0.162,0.1201,0.1201,0.1413,0.195,0.195,0.214,0.18899999999999997,0.19399999999999998,0.147
MRT,Mauritania,28159,Global Gender Gap Economic Participation and Opportunity Subindex,Index,0.4992,0.5046,0.4894,0.4908,0.4668,0.4639,0.4955,0.3651,0.4661,0.447,0.469,0.41700000000000004,0.408,0.41100000000000003,0.44
MRT,Mauritania,28161,Global Gender Gap Educational Attainment Subindex,Index,0.8185,0.8322,0.8561,0.8491,0.8526,0.8601,0.8565,0.8591,0.8313,0.8390000000000001,0.858,0.853,0.862,0.879,0.879
MRT,Mauritania,28163,Global Gender Gap Health and Survival Subindex,Index,0.9796,0.9796,0.9796,0.9796,0.9796,0.9796,0.9796,0.9796,0.973,0.973,0.973,0.97,0.97,0.97,0.968
MUS,Mauritius,27959,Overall Global Gender Gap Index,Index,0.6327,0.6487,0.6466,0.6513,0.652,0.6529,0.6547,0.6599,0.6541,0.6459999999999999,0.652,0.664,0.6629999999999999,0.665,0.679
MUS,Mauritius,27961,Global Gender Gap Political Empowerment subindex,Index,0.0854,0.0854,0.0914,0.0914,0.0909,0.0992,0.0954,0.0959,0.0971,0.078,0.087,0.09,0.09699999999999999,0.094,0.14400000000000002
MUS,Mauritius,28159,Global Gender Gap Economic Participation and Opportunity Subindex,Index,0.483,0.5469,0.5269,0.5465,0.5491,0.5441,0.5536,0.5735,0.5507,0.534,0.55,0.595,0.585,0.596,0.6
MUS,Mauritius,28161,Global Gender Gap Educational Attainment Subindex,Index,0.9831,0.9831,0.9884,0.9878,0.9882,0.9888,0.9902,0.9907,0.9888,0.991,0.991,0.992,0.991,0.992,0.992
MUS,Mauritius,28163,Global Gender Gap Health and Survival Subindex,Index,0.9796,0.9796,0.9796,0.9796,0.9796,0.9796,0.9796,0.9796,0.9796,0.98,0.98,0.98,0.98,0.98,0.973
MWI,Malawi,27959,Overall Global Gender Gap Index,Index,0.6435,0.648,0.6664,0.6738,0.6824,0.685,0.7166,0.7139,0.7281,0.701,0.7,0.672,0.662,0.664,0.6709999999999999
MWI,Malawi,27961,Global Gender Gap Political Empowerment subindex,Index,0.09,0.09,0.1235,0.1586,0.1742,0.174,0.1569,0.166,0.225,0.113,0.113,0.152,0.152,0.162,0.16399999999999998
MWI,Malawi,28159,Global Gender Gap Economic Participation and Opportunity Subindex,Index,0.6647,0.6755,0.6872,0.6925,0.6979,0.7003,0.8224,0.8253,0.8298,0.809,0.799,0.654,0.609,0.6,0.624
MWI,Malawi,28161,Global Gender Gap Educational Attainment Subindex,Index,0.86,0.8655,0.8936,0.8828,0.8894,0.8972,0.919,0.8961,0.8903,0.91,0.915,0.9079999999999999,0.9079999999999999,0.915,0.915
MWI,Malawi,28163,Global Gender Gap Health and Survival Subindex,Index,0.96,0.9612,0.9612,0.9612,0.9683,0.9683,0.9683,0.9683,0.9673,0.973,0.973,0.9740000000000001,0.98,0.98,0.9740000000000001
MYS,Malaysia,27959,Overall Global Gender Gap Index,Index,0.6509,0.6444,0.6442,0.6467,0.6479,0.6525,0.6539,0.6518,0.652,0.655,0.6659999999999999,0.67,0.6759999999999999,0.677,0.6759999999999999
MYS,Malaysia,27961,Global Gender Gap Political Empowerment subindex,Index,0.0558,0.0558,0.0631,0.0631,0.0517,0.0517,0.053,0.053,0.0523,0.051,0.051,0.057999999999999996,0.07200000000000001,0.10800000000000001,0.102
MYS,Malaysia,28159,Global Gender Gap Economic Participation and Opportunity Subindex,Index,0.5924,0.5671,0.5548,0.5653,0.5765,0.5941,0.5988,0.5904,0.6174,0.634,0.6579999999999999,0.654,0.6559999999999999,0.639,0.638
MYS,Malaysia,28161,Global Gender Gap Educational Attainment Subindex,Index,0.9853,0.9853,0.9895,0.9891,0.9899,0.9906,0.9907,0.9907,0.9693,0.9670000000000001,0.985,0.991,1.0,0.9890000000000001,0.9940000000000001
MYS,Malaysia,28163,Global Gender Gap Health and Survival Subindex,Index,0.9703,0.9695,0.9695,0.9695,0.9736,0.9736,0.973,0.973,0.9692,0.9690000000000001,0.9690000000000001,0.977,0.9740000000000001,0.9740000000000001,0.98
NAM,Namibia,27959,Overall Global Gender Gap Index,Index,0.6864,0.7012,0.7141,0.7167,0.7238,0.7177,0.7121,0.7094,0.7219,0.76,0.765,0.777,0.789,0.784,0.809
NAM,Namibia,27961,Global Gender Gap Political Empowerment subindex,Index,0.172,0.172,0.1964,0.1964,0.1918,0.17800000000000002,0.1727,0.1727,0.1755,0.287,0.299,0.318,0.375,0.369,0.46299999999999997
NAM,Namibia,28159,Global Gender Gap Economic Participation and Opportunity Subindex,Index,0.6135,0.6717,0.7091,0.7201,0.7386,0.7273,0.71,0.698,0.7326,0.775,0.7809999999999999,0.813,0.804,0.789,0.794
NAM,Namibia,28161,Global Gender Gap Educational Attainment Subindex,Index,0.9928,0.9928,0.9826,0.982,0.9979,0.9983,0.9988,1.0,1.0,1.0,0.9990000000000001,0.9990000000000001,0.9990000000000001,1.0,1.0
NAM,Namibia,28163,Global Gender Gap Health and Survival Subindex,Index,0.9675,0.9683,0.9683,0.9683,0.9671,0.9671,0.9671,0.9671,0.9796,0.98,0.98,0.98,0.98,0.98,0.966
NGA,Nigeria,27959,Overall Global Gender Gap Index,Index,0.6104,0.6122,0.6339,0.628,0.6055,0.6011,0.6315,0.6469,0.6391,0.638,0.643,0.6409999999999999,0.621,0.635,0.627
NGA,Nigeria,27961,Global Gender Gap Political Empowerment subindex,Index,0.0486,0.0519,0.096,0.096,0.0497,0.0384,0.1193,0.11900000000000001,0.1045,0.09699999999999999,0.09699999999999999,0.052000000000000005,0.052000000000000005,0.032,0.047
NGA,Nigeria,28159,Global Gender Gap Economic Participation and Opportunity Subindex,Index,0.6116,0.6209,0.6459,0.6163,0.6044,0.5964,0.6299,0.6965,0.7064,0.691,0.7,0.728,0.6609999999999999,0.738,0.687
NGA,Nigeria,28161,Global Gender Gap Educational Attainment Subindex,Index,0.8159,0.8076,0.8252,0.8315,0.8072,0.809,0.8159,0.8115,0.7779,0.802,0.8140000000000001,0.813,0.8059999999999999,0.8059999999999999,0.8059999999999999
NGA,Nigeria,28163,Global Gender Gap Health and Survival Subindex,Index,0.9656,0.9686,0.9686,0.9682,0.9607,0.9607,0.9607,0.9607,0.9674,0.961,0.961,0.972,0.9640000000000001,0.9640000000000001,0.97
NIC,Nicaragua,27959,Overall Global Gender Gap Index,Index,0.6566,0.6458,0.6747,0.7002,0.7176,0.7245,0.7697,0.7715,0.7894,0.7759999999999999,0.78,0.8140000000000001,0.809,0.804,0.7959999999999999
NIC,Nicaragua,27961,Global Gender Gap Political Empowerment subindex,Index,0.1918,0.1813,0.2616,0.2616,0.3037,0.304,0.4889,0.4889,0.5439,0.506,0.506,0.5760000000000001,0.5760000000000001,0.565,0.606
NIC,Nicaragua,28159,Global Gender Gap Economic Participation and Opportunity Subindex,Index,0.4626,0.4344,0.4608,0.5626,0.5915,0.6187,0.6148,0.6218,0.6347,0.619,0.632,0.7020000000000001,0.679,0.6709999999999999,0.598
NIC,Nicaragua,28161,Global Gender Gap Educational Attainment Subindex,Index,0.9935,0.9912,1.0,1.0,0.9996,0.9996,0.9996,0.9996,0.9996,1.0,1.0,1.0,1.0,1.0,1.0
NIC,Nicaragua,28163,Global Gender Gap Health and Survival Subindex,Index,0.9785,0.9765,0.9765,0.9765,0.9758,0.9758,0.9758,0.9758,0.9796,0.98,0.98,0.98,0.98,0.98,0.98
NLD,Netherlands,27959,Overall Global Gender Gap Index,Index,0.725,0.7383,0.7399,0.7490000000000001,0.7444,0.747,0.7659,0.7608,0.773,0.7759999999999999,0.7559999999999999,0.737,0.747,0.736,0.762
NLD,Netherlands,27961,Global Gender Gap Political Empowerment subindex,Index,0.3186,0.3186,0.3241,0.3415,0.2883,0.2766,0.3362,0.3191,0.4116,0.401,0.401,0.32299999999999995,0.32299999999999995,0.276,0.375
NLD,Netherlands,28159,Global Gender Gap Economic Participation and Opportunity Subindex,Index,0.6351,0.6667,0.6674,0.6851,0.723,0.7432,0.7578,0.7592,0.7106,0.732,0.659,0.657,0.698,0.7020000000000001,0.713
NLD,Netherlands,28161,Global Gender Gap Educational Attainment Subindex,Index,0.9724,0.9934,0.9937,0.995,0.9966,0.9985,1.0,0.9954,1.0,1.0,0.9940000000000001,1.0,1.0,1.0,1.0
NLD,Netherlands,28163,Global Gender Gap Health and Survival Subindex,Index,0.9737,0.9743,0.9743,0.9743,0.9697,0.9697,0.9697,0.9697,0.9699,0.97,0.97,0.97,0.968,0.968,0.975
NOR,Norway,27959,Overall Global Gender Gap Index,Index,0.7994,0.8059,0.8239,0.8227,0.8404,0.8404,0.8403,0.8417,0.8374,0.85,0.8420000000000001,0.83,0.835,0.8420000000000001,0.8490000000000001
NOR,Norway,27961,Global Gender Gap Political Empowerment subindex,Index,0.4945,0.4945,0.5329999999999999,0.5329999999999999,0.5614,0.5616,0.5616,0.5616,0.5444,0.5589999999999999,0.5760000000000001,0.53,0.563,0.598,0.64
NOR,Norway,28159,Global Gender Gap Economic Participation and Opportunity Subindex,Index,0.7286,0.7509,0.7838,0.7793,0.8306,0.8302,0.83,0.8357,0.8357,0.868,0.818,0.816,0.8059999999999999,0.7979999999999999,0.792
NOR,Norway,28161,Global Gender Gap Educational Attainment Subindex,Index,0.9996,0.9996,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9990000000000001,0.9990000000000001,1.0,1.0
